iter	Passed	Remaining
1669	100032	411512
1670	100099	411481
1671	100167	411454
1672	100232	411413
1673	100294	411364
1674	100364	411343
1675	100430	411311
1676	100491	411254
1677	100547	411178
1678	100617	411158
1679	100679	411107
1680	100739	411046
1681	100801	410996
1682	100861	410936
1683	100922	410880
1684	100979	410809
1685	101038	410747
1686	101096	410679
1687	101160	410633
1688	101224	410591
1689	101292	410562
1690	101359	410532
1691	101429	410513
1692	101491	410462
1693	101562	410447
1694	101631	410422
1695	101702	410409
1696	101767	410368
1697	101832	410327
1698	101896	410285
1699	101963	410252
1700	102018	410174
1701	102079	410118
1702	102140	410059
1703	102205	410022
1704	102268	409975
1705	102330	409921
1706	102393	409875
1707	102462	409849
1708	102524	409797
1709	102584	409738
1710	102648	409694
1711	102709	409639
1712	102777	409610
1713	102835	409543
1714	102895	409483
1715	102957	409429
1716	103017	409368
1717	103078	409313
1718	103109	409138
1719	103171	409086
1720	103250	409100
1721	103333	409133
1722	103406	409125
1723	103471	409084
1724	103548	409090
1725	103614	409055
1726	103676	409001
1727	103731	408924
1728	103812	408944
1729	103876	408900
1730	103948	408889
1731	104011	408840
1732	104080	408815
1733	104145	408773
1734	104207	408722
1735	104278	408703
1736	104342	408661
1737	104405	408612
1738	104472	408579
1739	104535	408528
1740	104597	408475
1741	104676	408491
1742	104738	408439
1743	104806	408407
1744	104869	408361
1745	104936	408328
1746	104998	408275
1747	105067	408249
1748	105132	408206
1749	105195	408156
1750	105260	408117
1751	105325	408075
1752	105391	408040
1753	105457	407999
1754	105518	407943
1755	105585	407909
1756	105646	407854
1757	105710	407809
1758	105772	407758
1759	105840	407725
1760	105907	407694
1761	105967	407631
1762	106033	407593
1763	106093	407534
1764	106160	407500
1765	106225	407459
1766	106292	407423
1767	106355	407377
1768	106416	407317
1769	106479	407270
1770	106542	407220
1771	106603	407163
1772	106665	407108
1773	106736	407089
1774	106798	407035
1775	106862	406991
1776	106923	406934
1777	106985	406881
1778	107047	406827
1779	107108	406771
1780	107171	406721
1781	107241	406699
1782	107306	406656
1783	107372	406620
1784	107435	406571
1785	107497	406514
1786	107562	406475
1787	107627	406431
1788	107690	406381
1789	107752	406331
1790	107814	406275
1791	107876	406222
1792	107936	406160
1793	108003	406127
1794	108065	406074
1795	108129	406026
1796	108190	405970
1797	108249	405907
1798	108311	405850
1799	108377	405813
1800	108443	405775
1801	108507	405729
1802	108567	405669
1803	108623	405593
1804	108683	405531
1805	108741	405461
1806	108799	405395
1807	108859	405333
1808	108915	405257
1809	108978	405207
1810	109042	405159
1811	109099	405087
1812	109166	405054
1813	109235	405027
1814	109298	404977
1815	109358	404913
1816	109424	404875
1817	109483	404813
1818	109545	404759
1819	109604	404693
1820	109666	404638
1821	109728	404587
1822	109792	404539
1823	109861	404512
1824	109917	404437
1825	109979	404382
1826	110045	404343
1827	110117	404326
1828	110190	404311
1829	110255	404270
1830	110315	404209
1831	110377	404155
1832	110439	404100
1833	110507	404070
1834	110510	403799
1835	110571	403743
1836	110636	403698
1837	110699	403649
1838	110762	403599
1839	110827	403558
1840	110885	403488
1841	110947	403435
1842	111007	403375
1843	111069	403321
1844	111131	403265
1845	111219	403306
1846	111282	403254
1847	111350	403225
1848	111413	403174
1849	111477	403127
1850	111541	403080
1851	111607	403039
1852	111673	403000
1853	111741	402967
1854	111806	402923
1855	111873	402889
1856	111940	402851
1857	112006	402813
1858	112071	402771
1859	112139	402735
1860	112215	402735
1861	112281	402692
1862	112368	402729
1863	112434	402688
1864	112510	402684
1865	112575	402639
1866	112638	402591
1867	112711	402575
1868	112776	402530
1869	112838	402478
1870	112907	402446
1871	112965	402379
1872	113038	402363
1873	113100	402310
1874	113164	402260
1875	113225	402203
1876	113288	402151
1877	113349	402093
1878	113413	402049
1879	113473	401986
1880	113533	401923
1881	113596	401873
1882	113660	401824
1883	113723	401775
1884	113786	401723
1885	113842	401646
1886	113902	401586
1887	113965	401536
1888	114033	401502
1889	114094	401444
1890	114157	401391
1891	114220	401340
1892	114284	401294
1893	114357	401279
1894	114425	401242
1895	114491	401201
1896	114552	401145
1897	114619	401108
1898	114680	401050
1899	114745	401003
1900	114804	400940
1901	114867	400889
1902	114931	400842
1903	114997	400801
1904	115058	400742
1905	115121	400690
1906	115185	400643
1907	115248	400592
1908	115308	400528
1909	115379	400504
1910	115440	400449
1911	115506	400406
1912	115570	400357
1913	115629	400294
1914	115638	400054
1915	115717	400060
1916	115785	400024
1917	115855	399996
1918	115918	399945
1919	115979	399886
1920	116051	399866
1921	116116	399823
1922	116179	399769
1923	116245	399730
1924	116305	399668
1925	116366	399609
1926	116427	399552
1927	116495	399518
1928	116555	399453
1929	116622	399415
1930	116687	399372
1931	116751	399322
1932	116823	399302
1933	116897	399288
1934	116959	399234
1935	117030	399210
1936	117096	399169
1937	117159	399114
1938	117221	399060
1939	117293	399040
1940	117354	398979
1941	117419	398937
1942	117487	398902
1943	117553	398860
1944	117621	398824
1945	117691	398795
1946	117750	398732
1947	117812	398673
1948	117875	398622
1949	117935	398562
1950	118001	398519
1951	118068	398480
1952	118128	398417
1953	118192	398370
1954	118258	398328
1955	118327	398297
1956	118396	398265
1957	118466	398237
1958	118528	398181
1959	118587	398113
1960	118647	398052
1961	118711	398002
1962	118770	397939
1963	118772	397681
1964	118834	397626
1965	118891	397553
1966	118950	397487
1967	119019	397457
1968	119082	397404
1969	119140	397338
1970	119204	397289
1971	119267	397234
1972	119327	397172
1973	119382	397094
1974	119447	397049
1975	119516	397016
1976	119589	396998
1977	119654	396952
1978	119720	396909
1979	119783	396860
1980	119853	396829
1981	119920	396790
1982	119980	396729
1983	120043	396676
1984	120102	396611
1985	120162	396547
1986	120231	396515
1987	120292	396456
1988	120351	396392
1989	120417	396348
1990	120487	396318
1991	120552	396273
1992	120618	396231
1993	120680	396174
1994	120746	396134
1995	120809	396079
1996	120869	396020
1997	120939	395988
1998	121004	395943
1999	121068	395894
2000	121129	395833
2001	121213	395849
2002	121281	395813
2003	121349	395779
2004	121414	395733
2005	121476	395676
2006	121537	395617
2007	121602	395570
2008	121662	395507
2009	121720	395439
2010	121780	395379
2011	121838	395307
2012	121898	395245
2013	121961	395193
2014	122032	395168
2015	122098	395123
2016	122163	395078
2017	122227	395029
2018	122291	394979
2019	122358	394938
2020	122418	394877
2021	122487	394842
2022	122553	394801
2023	122623	394769
2024	122684	394709
2025	122750	394667
2026	122810	394604
2027	122873	394552
2028	122939	394510
2029	123001	394452
2030	123065	394403
2031	123128	394352
2032	123190	394295
2033	123255	394248
2034	123316	394189
2035	123384	394151
2036	123446	394096
2037	123503	394021
2038	123566	393970
2039	123630	393922
2040	123690	393858
2041	123748	393790
2042	123812	393737
2043	123874	393682
2044	123935	393623
2045	123938	393381
2046	124003	393332
2047	124067	393283
2048	124130	393230
2049	124191	393172
2050	124253	393116
2051	124315	393061
2052	124377	393004
2053	124441	392954
2054	124503	392898
2055	124566	392844
2056	124625	392779
2057	124692	392738
2058	124760	392700
2059	124824	392652
2060	124886	392594
2061	124948	392539
2062	125016	392501
2063	125078	392446
2064	125142	392395
2065	125204	392338
2066	125264	392277
2067	125328	392225
2068	125391	392173
2069	125452	392116
2070	125514	392058
2071	125572	391988
2072	125631	391922
2073	125684	391840
2074	125747	391786
2075	125809	391731
2076	125869	391666
2077	125934	391622
2078	125996	391565
2079	126075	391562
2080	126144	391525
2081	126214	391496
2082	126277	391442
2083	126345	391403
2084	126410	391357
2085	126476	391312
2086	126537	391253
2087	126602	391205
2088	126664	391150
2089	126726	391092
2090	126797	391066
2091	126861	391013
2092	126919	390947
2093	126984	390897
2094	127047	390843
2095	127107	390783
2096	127178	390755
2097	127242	390704
2098	127302	390640
2099	127374	390616
2100	127438	390566
2101	127501	390510
2102	127566	390462
2103	127626	390400
2104	127693	390360
2105	127758	390311
2106	127822	390262
2107	127889	390220
2108	127951	390164
2109	128015	390112
2110	128079	390061
2111	128142	390010
2112	128205	389955
2113	128265	389892
2114	128330	389846
2115	128389	389779
2116	128455	389735
2117	128516	389676
2118	128580	389625
2119	128643	389570
2120	128705	389514
2121	128774	389478
2122	128840	389436
2123	128902	389377
2124	128966	389327
2125	129031	389278
2126	129088	389207
2127	129161	389185
2128	129232	389154
2129	129295	389099
2130	129355	389038
2131	129419	388988
2132	129480	388928
2133	129539	388860
2134	129598	388796
2135	129651	388711
2136	129705	388630
2137	129764	388566
2138	129827	388510
2139	129887	388449
2140	129946	388382
2141	130006	388321
2142	130072	388274
2143	130126	388193
2144	130187	388135
2145	130255	388096
2146	130320	388049
2147	130383	387994
2148	130447	387942
2149	130508	387882
2150	130568	387822
2151	130632	387771
2152	130698	387725
2153	130756	387655
2154	130816	387593
2155	130881	387545
2156	130947	387501
2157	131008	387440
2158	131070	387382
2159	131134	387333
2160	131197	387279
2161	131262	387230
2162	131326	387179
2163	131392	387135
2164	131457	387087
2165	131522	387038
2166	131584	386982
2167	131652	386940
2168	131712	386879
2169	131773	386818
2170	131835	386760
2171	131892	386690
2172	131950	386621
2173	132009	386556
2174	132069	386493
2175	132129	386431
2176	132189	386366
2177	132250	386308
2178	132311	386246
2179	132370	386182
2180	132430	386119
2181	132509	386111
2182	132571	386054
2183	132644	386028
2184	132706	385972
2185	132772	385927
2186	132840	385887
2187	132902	385829
2188	132960	385762
2189	133022	385705
2190	133089	385661
2191	133153	385610
2192	133213	385549
2193	133275	385491
2194	133284	385279
2195	133346	385224
2196	133420	385200
2197	133481	385140
2198	133541	385079
2199	133609	385037
2200	133675	384993
2201	133739	384940
2202	133799	384879
2203	133855	384803
2204	133918	384749
2205	133977	384685
2206	134045	384645
2207	134110	384594
2208	134177	384553
2209	134240	384497
2210	134299	384433
2211	134361	384374
2212	134429	384337
2213	134492	384281
2214	134556	384230
2215	134619	384176
2216	134682	384122
2217	134743	384060
2218	134805	384003
2219	134868	383949
2220	134932	383898
2221	134988	383825
2222	135046	383754
2223	135108	383697
2224	135167	383632
2225	135228	383573
2226	135290	383515
2227	135352	383458
2228	135411	383391
2229	135469	383325
2230	135531	383265
2231	135590	383201
2232	135650	383138
2233	135710	383074
2234	135768	383006
2235	135825	382936
2236	135892	382891
2237	135950	382822
2238	136010	382761
2239	136070	382698
2240	136134	382648
2241	136196	382588
2242	136257	382530
2243	136318	382470
2244	136379	382408
2245	136446	382365
2246	136512	382320
2247	136574	382262
2248	136631	382190
2249	136689	382124
2250	136750	382063
2251	136808	381995
2252	136868	381931
2253	136929	381870
2254	136993	381819
2255	137056	381765
2256	137112	381692
2257	137178	381646
2258	137239	381584
2259	137302	381531
2260	137365	381475
2261	137428	381421
2262	137485	381351
2263	137551	381304
2264	137616	381254
2265	137674	381187
2266	137737	381132
2267	137799	381074
2268	137857	381007
2269	137924	380963
2270	137932	380757
2271	137993	380696
2272	138052	380631
2273	138114	380574
2274	138173	380508
2275	138230	380436
2276	138291	380376
2277	138351	380316
2278	138415	380262
2279	138489	380238
2280	138550	380177
2281	138604	380100
2282	138667	380044
2283	138734	380001
2284	138797	379947
2285	138858	379887
2286	138920	379830
2287	138984	379777
2288	139048	379725
2289	139107	379661
2290	139164	379588
2291	139229	379539
2292	139293	379488
2293	139355	379429
2294	139414	379366
2295	139477	379309
2296	139539	379253
2297	139604	379202
2298	139666	379147
2299	139725	379082
2300	139783	379012
2301	139843	378949
2302	139900	378880
2303	139962	378821
2304	140019	378751
2305	140083	378699
2306	140148	378649
2307	140210	378593
2308	140269	378527
2309	140333	378474
2310	140397	378422
2311	140452	378346
2312	140506	378268
2313	140577	378234
2314	140649	378204
2315	140716	378161
2316	140778	378103
2317	140836	378034
2318	140900	377981
2319	140961	377921
2320	141021	377859
2321	141081	377796
2322	141140	377730
2323	141200	377669
2324	141261	377610
2325	141323	377551
2326	141381	377483
2327	141441	377419
2328	141516	377398
2329	141581	377346
2330	141645	377296
2331	141716	377261
2332	141776	377199
2333	141834	377130
2334	141895	377070
2335	141964	377033
2336	142027	376977
2337	142095	376935
2338	142156	376874
2339	142242	376881
2340	142302	376819
2341	142354	376734
2342	142421	376690
2343	142477	376617
2344	142538	376556
2345	142602	376504
2346	142661	376438
2347	142725	376386
2348	142795	376351
2349	142860	376300
2350	142928	376260
2351	142992	376206
2352	143055	376151
2353	143122	376105
2354	143185	376052
2355	143248	375995
2356	143309	375936
2357	143368	375871
2358	143432	375819
2359	143494	375760
2360	143564	375723
2361	143624	375661
2362	143686	375602
2363	143742	375530
2364	143802	375467
2365	143859	375396
2366	143918	375330
2367	143979	375270
2368	144043	375218
2369	144103	375156
2370	144169	375108
2371	144230	375047
2372	144292	374990
2373	144353	374929
2374	144419	374882
2375	144481	374824
2376	144545	374771
2377	144606	374713
2378	144673	374668
2379	144739	374619
2380	144830	374637
2381	144894	374583
2382	144987	374607
2383	145054	374562
2384	145117	374507
2385	145184	374462
2386	145249	374410
2387	145313	374358
2388	145371	374291
2389	145434	374235
2390	145498	374183
2391	145561	374125
2392	145620	374061
2393	145690	374023
2394	145758	373982
2395	145822	373929
2396	145885	373872
2397	145955	373835
2398	146017	373777
2399	146080	373721
2400	146140	373659
2401	146201	373598
2402	146262	373537
2403	146325	373482
2404	146386	373423
2405	146446	373359
2406	146507	373298
2407	146572	373247
2408	146628	373175
2409	146690	373116
2410	146750	373053
2411	146807	372983
2412	146871	372930
2413	146931	372868
2414	146995	372815
2415	147057	372757
2416	147121	372703
2417	147177	372630
2418	147237	372567
2419	147299	372509
2420	147362	372455
2421	147430	372410
2422	147491	372349
2423	147543	372267
2424	147608	372216
2425	147666	372149
2426	147722	372075
2427	147784	372017
2428	147854	371979
2429	147915	371918
2430	147978	371864
2431	148045	371818
2432	148104	371751
2433	148166	371694
2434	148226	371631
2435	148291	371580
2436	148355	371528
2437	148411	371455
2438	148482	371419
2439	148542	371357
2440	148605	371299
2441	148671	371253
2442	148728	371181
2443	148791	371125
2444	148850	371060
2445	148921	371024
2446	148984	370970
2447	149042	370902
2448	149098	370828
2449	149167	370788
2450	149230	370731
2451	149297	370686
2452	149356	370621
2453	149421	370569
2454	149484	370514
2455	149544	370452
2456	149609	370401
2457	149675	370352
2458	149740	370301
2459	149800	370239
2460	149805	370039
2461	149863	369972
2462	149931	369928
2463	149999	369884
2464	150058	369819
2465	150122	369765
2466	150195	369734
2467	150260	369684
2468	150319	369619
2469	150378	369554
2470	150439	369492
2471	150497	369426
2472	150564	369378
2473	150629	369327
2474	150689	369264
2475	150750	369204
2476	150809	369139
2477	150871	369082
2478	150936	369030
2479	150999	368973
2480	151088	368982
2481	151150	368925
2482	151211	368862
2483	151278	368816
2484	151340	368758
2485	151405	368709
2486	151468	368653
2487	151532	368599
2488	151593	368538
2489	151655	368480
2490	151718	368424
2491	151781	368369
2492	151844	368312
2493	151904	368249
2494	151959	368174
2495	152017	368105
2496	152079	368047
2497	152139	367985
2498	152205	367936
2499	152271	367887
2500	152328	367816
2501	152391	367761
2502	152412	367604
2503	152475	367548
2504	152536	367488
2505	152593	367417
2506	152653	367354
2507	152714	367294
2508	152777	367237
2509	152845	367194
2510	152906	367134
2511	152965	367068
2512	153032	367021
2513	153092	366958
2514	153154	366902
2515	153212	366833
2516	153271	366768
2517	153335	366714
2518	153399	366659
2519	153460	366599
2520	153525	366549
2521	153592	366503
2522	153657	366451
2523	153722	366400
2524	153780	366331
2525	153844	366278
2526	153905	366219
2527	153968	366161
2528	154031	366107
2529	154092	366045
2530	154149	365975
2531	154210	365914
2532	154280	365875
2533	154340	365812
2534	154400	365750
2535	154461	365689
2536	154526	365637
2537	154587	365577
2538	154649	365517
2539	154709	365454
2540	154770	365395
2541	154835	365344
2542	154899	365289
2543	154961	365231
2544	155058	365254
2545	155130	365220
2546	155192	365161
2547	155262	365122
2548	155267	364930
2549	155335	364886
2550	155404	364843
2551	155467	364787
2552	155533	364738
2553	155597	364686
2554	155657	364622
2555	155719	364564
2556	155785	364515
2557	155853	364469
2558	155922	364427
2559	155998	364401
2560	156060	364343
2561	156121	364282
2562	156184	364226
2563	156245	364166
2564	156314	364124
2565	156377	364069
2566	156454	364044
2567	156523	364002
2568	156584	363941
2569	156649	363889
2570	156710	363829
2571	156773	363773
2572	156832	363708
2573	156894	363649
2574	156902	363465
2575	156954	363384
2576	157015	363323
2577	157074	363257
2578	157138	363203
2579	157197	363139
2580	157262	363087
2581	157320	363020
2582	157378	362952
2583	157443	362900
2584	157506	362844
2585	157569	362787
2586	157625	362715
2587	157688	362658
2588	157745	362589
2589	157808	362532
2590	157871	362477
2591	157933	362419
2592	157997	362364
2593	158055	362297
2594	158121	362247
2595	158185	362194
2596	158252	362146
2597	158256	361956
2598	158320	361900
2599	158382	361842
2600	158446	361790
2601	158513	361742
2602	158575	361684
2603	158638	361627
2604	158699	361567
2605	158763	361512
2606	158829	361462
2607	158894	361411
2608	158961	361365
2609	159022	361304
2610	159084	361245
2611	159152	361199
2612	159213	361140
2613	159278	361088
2614	159340	361028
2615	159405	360977
2616	159468	360921
2617	159528	360859
2618	159589	360796
2619	159654	360747
2620	159719	360694
2621	159780	360634
2622	159833	360555
2623	159887	360476
2624	159972	360470
2625	160039	360424
2626	160106	360375
2627	160177	360337
2628	160241	360284
2629	160309	360238
2630	160374	360186
2631	160439	360134
2632	160503	360081
2633	160565	360021
2634	160634	359979
2635	160696	359920
2636	160759	359865
2637	160822	359809
2638	160885	359751
2639	160948	359695
2640	161012	359640
2641	161073	359580
2642	161136	359524
2643	161199	359467
2644	161257	359399
2645	161318	359338
2646	161381	359282
2647	161442	359222
2648	161504	359163
2649	161567	359107
2650	161633	359057
2651	161705	359019
2652	161768	358964
2653	161832	358910
2654	161894	358851
2655	161968	358818
2656	162032	358764
2657	162099	358716
2658	162160	358655
2659	162220	358593
2660	162284	358537
2661	162352	358492
2662	162409	358423
2663	162468	358356
2664	162528	358295
2665	162584	358222
2666	162641	358153
2667	162702	358091
2668	162763	358030
2669	162829	357981
2670	162899	357939
2671	162965	357889
2672	163029	357836
2673	163091	357775
2674	163151	357713
2675	163218	357666
2676	163279	357604
2677	163347	357559
2678	163412	357507
2679	163473	357444
2680	163540	357398
2681	163602	357338
2682	163661	357274
2683	163724	357216
2684	163782	357149
2685	163841	357083
2686	163902	357024
2687	163964	356964
2688	164032	356918
2689	164097	356865
2690	164158	356804
2691	164218	356742
2692	164286	356696
2693	164348	356638
2694	164408	356574
2695	164471	356517
2696	164530	356452
2697	164593	356396
2698	164653	356332
2699	164715	356273
2700	164774	356208
2701	164837	356150
2702	164896	356086
2703	164958	356026
2704	165018	355964
2705	165074	355891
2706	165134	355828
2707	165205	355789
2708	165270	355737
2709	165334	355681
2710	165405	355642
2711	165466	355582
2712	165529	355526
2713	165601	355487
2714	165667	355437
2715	165732	355385
2716	165796	355330
2717	165857	355269
2718	165928	355228
2719	165990	355171
2720	166058	355124
2721	166121	355067
2722	166129	354893
2723	166189	354830
2724	166263	354797
2725	166326	354741
2726	166389	354683
2727	166452	354626
2728	166513	354566
2729	166573	354503
2730	166634	354440
2731	166697	354385
2732	166765	354337
2733	166825	354274
2734	166888	354217
2735	166950	354159
2736	167015	354107
2737	167075	354044
2738	167148	354007
2739	167207	353942
2740	167268	353881
2741	167337	353837
2742	167396	353772
2743	167459	353715
2744	167520	353654
2745	167587	353606
2746	167647	353542
2747	167702	353468
2748	167761	353402
2749	167821	353341
2750	167883	353281
2751	167966	353266
2752	168025	353200
2753	168083	353134
2754	168148	353080
2755	168208	353017
2756	168271	352960
2757	168330	352895
2758	168393	352838
2759	168452	352772
2760	168514	352715
2761	168580	352664
2762	168643	352606
2763	168703	352543
2764	168765	352485
2765	168824	352419
2766	168886	352360
2767	168947	352299
2768	169007	352235
2769	169070	352180
2770	169133	352122
2771	169201	352075
2772	169237	351962
2773	169301	351907
2774	169362	351846
2775	169421	351781
2776	169480	351716
2777	169547	351668
2778	169616	351622
2779	169675	351557
2780	169738	351501
2781	169794	351428
2782	169858	351373
2783	169917	351308
2784	169976	351244
2785	170040	351188
2786	170103	351132
2787	170166	351076
2788	170225	351010
2789	170290	350958
2790	170353	350901
2791	170412	350835
2792	170442	350709
2793	170499	350641
2794	170564	350587
2795	170633	350543
2796	170695	350484
2797	170758	350428
2798	170830	350389
2799	170890	350324
2800	170951	350264
2801	171012	350204
2802	171073	350142
2803	171136	350084
2804	171199	350028
2805	171261	349968
2806	171321	349906
2807	171391	349864
2808	171461	349821
2809	171525	349765
2810	171588	349707
2811	171647	349643
2812	171718	349602
2813	171778	349539
2814	171836	349473
2815	171906	349429
2816	171970	349373
2817	172030	349310
2818	172088	349244
2819	172149	349182
2820	172219	349138
2821	172277	349073
2822	172338	349010
2823	172396	348943
2824	172454	348877
2825	172507	348799
2826	172566	348734
2827	172625	348670
2828	172693	348622
2829	172754	348560
2830	172818	348506
2831	172876	348438
2832	172936	348376
2833	172998	348316
2834	173059	348254
2835	173118	348190
2836	173184	348138
2837	173243	348074
2838	173309	348023
2839	173371	347964
2840	173436	347909
2841	173495	347845
2842	173555	347781
2843	173559	347607
2844	173622	347549
2845	173683	347489
2846	173751	347440
2847	173811	347378
2848	173872	347317
2849	173938	347266
2850	174004	347216
2851	174068	347161
2852	174129	347100
2853	174201	347059
2854	174264	347002
2855	174325	346941
2856	174387	346882
2857	174448	346822
2858	174510	346762
2859	174575	346708
2860	174645	346665
2861	174714	346619
2862	174779	346567
2863	174850	346526
2864	174917	346476
2865	174982	346424
2866	175050	346376
2867	175116	346325
2868	175182	346273
2869	175258	346243
2870	175326	346194
2871	175388	346135
2872	175447	346069
2873	175513	346019
2874	175575	345960
2875	175645	345915
2876	175704	345851
2877	175766	345792
2878	175830	345737
2879	175885	345663
2880	175950	345610
2881	176014	345555
2882	176077	345497
2883	176139	345437
2884	176199	345375
2885	176260	345313
2886	176318	345248
2887	176378	345184
2888	176446	345136
2889	176514	345088
2890	176584	345045
2891	176648	344989
2892	176715	344941
2893	176779	344885
2894	176839	344820
2895	176902	344764
2896	176967	344710
2897	177030	344653
2898	177093	344595
2899	177153	344533
2900	177218	344479
2901	177278	344417
2902	177345	344367
2903	177408	344310
2904	177478	344265
2905	177534	344193
2906	177621	344183
2907	177685	344127
2908	177752	344078
2909	177811	344013
2910	177877	343962
2911	177946	343915
2912	178006	343852
2913	178067	343791
2914	178129	343731
2915	178189	343668
2916	178253	343612
2917	178313	343549
2918	178378	343495
2919	178440	343436
2920	178502	343378
2921	178564	343318
2922	178624	343255
2923	178687	343196
2924	178750	343140
2925	178813	343081
2926	178873	343018
2927	178933	342955
2928	178992	342890
2929	179054	342830
2930	179119	342778
2931	179202	342758
2932	179272	342715
2933	179341	342668
2934	179401	342604
2935	179467	342553
2936	179536	342506
2937	179597	342445
2938	179655	342378
2939	179715	342314
2940	179775	342251
2941	179842	342202
2942	179908	342149
2943	179971	342091
2944	180039	342043
2945	180105	341992
2946	180169	341937
2947	180234	341882
2948	180298	341827
2949	180360	341767
2950	180427	341716
2951	180487	341654
2952	180555	341605
2953	180614	341542
2954	180678	341485
2955	180739	341424
2956	180800	341363
2957	180862	341303
2958	180925	341245
2959	180986	341183
2960	181053	341133
2961	181119	341082
2962	181186	341032
2963	181255	340985
2964	181316	340924
2965	181382	340872
2966	181454	340831
2967	181517	340773
2968	181586	340726
2969	181653	340675
2970	181715	340617
2971	181785	340573
2972	181850	340518
2973	181912	340459
2974	181972	340396
2975	182035	340337
2976	182097	340278
2977	182159	340217
2978	182222	340160
2979	182283	340099
2980	182346	340041
2981	182406	339978
2982	182465	339912
2983	182527	339853
2984	182588	339792
2985	182651	339733
2986	182711	339671
2987	182780	339623
2988	182845	339570
2989	182911	339517
2990	182972	339456
2991	182987	339309
2992	183048	339247
2993	183111	339190
2994	183174	339132
2995	183236	339072
2996	183294	339005
2997	183354	338943
2998	183418	338886
2999	183482	338830
3000	183535	338754
3001	183597	338695
3002	183657	338632
3003	183714	338563
3004	183779	338508
3005	183841	338449
3006	183857	338304
3007	183924	338255
3008	183987	338197
3009	184057	338152
3010	184120	338095
3011	184183	338036
3012	184246	337979
3013	184313	337928
3014	184370	337860
3015	184429	337794
3016	184485	337723
3017	184551	337672
3018	184613	337611
3019	184673	337548
3020	184737	337492
3021	184797	337429
3022	184853	337359
3023	184917	337302
3024	184980	337245
3025	185048	337197
3026	185110	337137
3027	185169	337072
3028	185232	337014
3029	185299	336962
3030	185357	336897
3031	185440	336874
3032	185534	336873
3033	185598	336818
3034	185663	336763
3035	185728	336710
3036	185821	336705
3037	185887	336653
3038	185950	336596
3039	186013	336536
3040	186074	336475
3041	186136	336416
3042	186196	336352
3043	186259	336295
3044	186318	336230
3045	186380	336169
3046	186447	336118
3047	186515	336070
3048	186584	336024
3049	186647	335965
3050	186707	335902
3051	186774	335851
3052	186834	335787
3053	186905	335743
3054	186966	335682
3055	187030	335626
3056	187098	335577
3057	187168	335532
3058	187232	335475
3059	187298	335424
3060	187365	335373
3061	187430	335317
3062	187488	335251
3063	187550	335190
3064	187614	335134
3065	187671	335065
3066	187730	335001
3067	187800	334955
3068	187866	334902
3069	187930	334847
3070	187995	334792
3071	188062	334741
3072	188139	334708
3073	188200	334647
3074	188271	334602
3075	188335	334546
3076	188408	334505
3077	188470	334446
3078	188535	334391
3079	188599	334336
3080	188663	334279
3081	188725	334218
3082	188782	334150
3083	188837	334078
3084	188906	334031
3085	188970	333973
3086	189031	333913
3087	189095	333856
3088	189160	333802
3089	189222	333741
3090	189284	333682
3091	189341	333613
3092	189410	333565
3093	189474	333508
3094	189532	333442
3095	189596	333386
3096	189662	333333
3097	189725	333275
3098	189785	333212
3099	189851	333158
3100	189914	333099
3101	189977	333041
3102	190041	332986
3103	190106	332930
3104	190171	332876
3105	190231	332813
3106	190291	332748
3107	190353	332689
3108	190413	332626
3109	190474	332565
3110	190535	332502
3111	190599	332447
3112	190663	332390
3113	190731	332339
3114	190790	332275
3115	190858	332225
3116	190926	332176
3117	190982	332106
3118	191044	332046
3119	191108	331989
3120	191171	331930
3121	191239	331881
3122	191303	331824
3123	191368	331771
3124	191433	331716
3125	191492	331651
3126	191561	331603
3127	191633	331560
3128	191698	331506
3129	191767	331457
3130	191831	331400
3131	191898	331348
3132	191960	331290
3133	192026	331236
3134	192090	331180
3135	192152	331120
3136	192215	331061
3137	192279	331004
3138	192354	330968
3139	192427	330925
3140	192488	330865
3141	192552	330807
3142	192616	330750
3143	192681	330696
3144	192746	330641
3145	192813	330589
3146	192878	330534
3147	192941	330476
3148	193003	330417
3149	193074	330372
3150	193136	330312
3151	193197	330249
3152	193261	330193
3153	193324	330135
3154	193384	330070
3155	193444	330007
3156	193503	329942
3157	193557	329869
3158	193618	329808
3159	193678	329743
3160	193738	329680
3161	193801	329621
3162	193864	329563
3163	193925	329501
3164	193987	329442
3165	194049	329382
3166	194114	329327
3167	194123	329175
3168	194184	329114
3169	194248	329058
3170	194309	328996
3171	194373	328939
3172	194436	328881
3173	194496	328818
3174	194561	328763
3175	194629	328713
3176	194694	328657
3177	194754	328594
3178	194818	328538
3179	194885	328486
3180	194951	328433
3181	195019	328382
3182	195113	328377
3183	195178	328321
3184	195255	328287
3185	195324	328237
3186	195393	328190
3187	195460	328137
3188	195529	328090
3189	195594	328034
3190	195657	327975
3191	195725	327925
3192	195787	327865
3193	195853	327812
3194	195914	327750
3195	195977	327692
3196	196036	327627
3197	196094	327559
3198	196164	327512
3199	196229	327458
3200	196293	327401
3201	196357	327344
3202	196413	327273
3203	196472	327209
3204	196541	327160
3205	196606	327105
3206	196677	327060
3207	196742	327003
3208	196807	326948
3209	196872	326893
3210	196940	326844
3211	197009	326794
3212	197074	326740
3213	197139	326684
3214	197199	326621
3215	197263	326564
3216	197327	326507
3217	197406	326475
3218	197476	326428
3219	197544	326377
3220	197607	326318
3221	197669	326258
3222	197738	326209
